CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas,Status
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,462682.31,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,61329.54,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,8777417.03,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,352016.71,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,191637.93,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,52633.5,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,81945.98,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,454670.98,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,59860.11,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,91996.57,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,597298.29,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,410457.23,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,4506.57,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,9757.06,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,556353.36,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,895507.01,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,4118219.41,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,27026.8,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,647637.57,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,1123609.06,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,2928797.19,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,12728714.2,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,712216.46,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,15785.94,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,24547.44,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,1920.28,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,5979.68,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,60553.35,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,13932.06,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,214.0,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,173225.61,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,385500.67,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,35051.64,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,118509.56,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,13535.56,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,1509606.86,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,510.01,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,84400.6,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,66607.62,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,837796.16,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,485.51,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,41775.6,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,1070.97,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,320965.89,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,134242.12,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,1156543.58,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,443810.93,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,168.76,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,123.49,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,517.11,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,736.92,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,9972.33,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,80032.26,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,5824.82,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,59788.92,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,396.42,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,164160.79,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,570.16,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,2290.5,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,258049.67,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,359371.58,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,1196.66,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,8722.4,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,129976.2,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,6935.47,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,156457.61,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,539705.49,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,18410.12,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,512990.74,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,256.2,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,496655.82,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,49868.61,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,432448.12,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,1018.04,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,482663.79,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,385972.71,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,772.45,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,45751.86,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,276.2,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,25165.87,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,100827.16,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,15204.43,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,4789.41,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,348058.8,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,314013.55,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,108822.41,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,2800.0,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,43757.25,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,2640.7,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,22353.85,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,106718.57,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,350.0,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,135429.14,NOK
85246916000189.0,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,1º Trimestre,2025,126568.04,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,961679.47,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,1414658.37,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,474078.83,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,17126.16,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,463737.86,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,226068.38,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,1783.04,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,5179536.3,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,6018823.91,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,2472541.92,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,71951771.98,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,102094.15,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,26540493.4,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,1289387.13,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,2460130.76,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,186269.04,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,7836407.65,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,2729.23,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,21732157.56,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,45694109.01,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,67976.03,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,15287999.74,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,3109361.9,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,7791124.62,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,20171.45,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,106933.92,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,13930.42,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,840176.43,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,2760.0,NOK
87306361000149.0,UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,63113.89,NOK
87306361000149.0,UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,332790.82,NOK
87306361000149.0,UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,2054615.23,NOK
87306361000149.0,UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,2756.82,NOK
87306361000149.0,UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1º Trimestre,2025,22365.26,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,362409.1,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,34891.0,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,25248.5,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,263717.41,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,14390.0,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,39283.42,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,115406.7,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,262283.82,NOK
2597394000132.0,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,1º Trimestre,2025,16293.77,NOK
2172353000102.0,CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE,1º Trimestre,2025,12382478.13,NOK
2172353000102.0,CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE,1º Trimestre,2025,3865081.59,NOK
2172353000102.0,CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE,1º Trimestre,2025,1649937.95,NOK
2172353000102.0,CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE,1º Trimestre,2025,286634.33,NOK
2172353000102.0,CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE,1º Trimestre,2025,29476.28,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,4254.8,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,198811.86,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,3231.22,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,1509866.4,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,15556.22,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,73.2,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,1117.18,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,906.1,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,332.7,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,480.24,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,60147.57,NOK
64327059000171.0,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,1º Trimestre,2025,238500.0,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,410896.83,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,822341.43,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,150225.61,NOK
78339439000130.0,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,1º Trimestre,2025,32361.49,NOK
